날짜,시간,기온(°C),강수량(mm),풍속(m/s),습도(%)
2020-08-01,15:00,25.4,0.3,2.2,92.0
2020-08-01,16:00,25.9,0.0,2.5,91.0
2020-08-01,17:00,26.3,0.0,2.1,90.0
2020-08-01,18:00,26.4,0.0,2.2,84.0
2020-08-01,19:00,26.5,0.0,1.0,85.0
2020-08-01,20:00,26.1,0.0,4.6,82.0
2020-08-01,21:00,25.5,0.0,3.4,86.0
2020-08-01,22:00,25.3,0.0,2.3,87.0
2020-08-01,23:00,24.8,2.8,1.2,92.0
2020-08-02,0:00,24.6,3.0,2.1,95.0
2020-08-02,1:00,24.4,1.3,2.5,97.0
2020-08-02,2:00,24.2,0.0,1.6,97.0
2020-08-02,3:00,24.1,0.1,1.7,97.0
2020-08-02,4:00,24.1,0.1,0.8,97.0
2020-08-02,5:00,24.1,0.2,0.3,98.0
2020-08-02,6:00,24.2,0.9,0.1,98.0
2020-08-02,7:00,24.4,0.2,0.6,98.0
2020-08-02,8:00,24.6,0.7,0.0,98.0
2020-08-02,9:00,24.9,0.7,1.1,98.0
2020-08-02,10:00,25.2,0.5,0.8,98.0
2020-08-02,11:00,25.4,1.3,0.4,98.0
2020-08-02,12:00,25.6,5.5,1.0,97.0
2020-08-02,13:00,25.9,0.5,3.9,97.0
2020-08-02,14:00,25.8,2.9,3.7,97.0
2020-08-02,15:00,26.3,0.0,5.0,95.0
2020-08-02,16:00,24.2,12.2,3.5,93.0
2020-08-02,17:00,23.7,3.2,2.9,96.0
2020-08-02,18:00,23.7,0.9,2.3,96.0
2020-08-02,19:00,23.6,0.1,1.9,95.0
2020-08-02,20:00,23.7,0.1,1.5,97.0
2020-08-02,21:00,24.6,0.0,3.8,98.0
2020-08-02,22:00,25.3,0.0,4.4,95.0
2020-08-02,23:00,25.9,0.0,6.5,92.0
2020-08-03,0:00,26.1,0.0,5.3,91.0
2020-08-03,1:00,26.1,0.0,5.9,90.0
2020-08-03,2:00,25.9,0.9,4.6,92.0
2020-08-03,3:00,25.3,8.9,4.2,97.0
2020-08-03,4:00,25.1,1.7,4.2,97.0
2020-08-03,5:00,25.0,8.0,3.5,97.0
2020-08-03,6:00,24.8,19.8,4.1,99.0
2020-08-03,7:00,24.8,0.3,3.7,98.0
2020-08-03,8:00,25.0,1.7,3.7,98.0
2020-08-03,9:00,24.9,15.3,4.2,98.0
2020-08-03,10:00,25.1,16.3,3.3,99.0
2020-08-03,11:00,25.0,0.8,3.2,98.0
2020-08-03,12:00,25.0,0.2,3.3,97.0
2020-08-03,13:00,25.1,0.2,2.2,97.0
2020-08-03,14:00,25.3,0.5,2.5,96.0
2020-08-03,15:00,25.6,0.0,2.3,93.0
2020-08-03,16:00,25.4,0.0,2.6,92.0
2020-08-03,17:00,25.6,0.0,2.1,92.0
2020-08-03,18:00,25.5,0.0,2.8,91.0
2020-08-03,19:00,24.5,6.2,2.0,94.0
2020-08-03,20:00,24.0,21.6,1.4,97.0
2020-08-03,21:00,24.1,0.0,2.0,97.0
2020-08-03,22:00,24.2,0.0,0.6,97.0
2020-08-03,23:00,24.5,0.0,2.1,97.0
2020-08-04,0:00,25.0,0.2,2.2,98.0
2020-08-04,1:00,25.2,0.0,2.8,98.0
2020-08-04,2:00,25.5,0.0,2.3,97.0
2020-08-04,3:00,25.7,0.0,3.2,96.0
2020-08-04,4:00,25.8,0.0,2.9,95.0
2020-08-04,5:00,25.9,0.0,3.7,94.0
2020-08-04,6:00,25.9,0.0,4.2,94.0
2020-08-04,7:00,26.0,0.0,4.3,93.0
2020-08-04,8:00,25.9,1.8,5.0,95.0
2020-08-04,9:00,26.1,0.0,4.2,94.0
2020-08-04,10:00,26.1,0.2,3.4,94.0
2020-08-04,11:00,26.7,0.0,4.8,92.0
2020-08-04,12:00,27.3,0.0,3.6,90.0
2020-08-04,13:00,27.7,0.0,4.6,87.0
2020-08-04,14:00,28.5,0.0,5.3,83.0
2020-08-04,15:00,29.3,0.0,4.1,79.0
2020-08-04,16:00,29.1,0.0,3.6,79.0
2020-08-04,17:00,28.1,0.5,3.9,84.0
2020-08-04,18:00,27.9,0.0,3.6,85.0
2020-08-04,19:00,27.9,0.0,2.9,83.0
2020-08-04,20:00,27.7,0.0,2.1,83.0
2020-08-04,21:00,27.5,0.0,2.6,83.0
2020-08-04,22:00,27.0,0.2,2.5,87.0
2020-08-04,23:00,26.1,1.2,2.8,93.0
2020-08-05,0:00,26.0,0.0,2.4,93.0
2020-08-05,1:00,26.0,0.0,1.8,93.0
2020-08-05,2:00,26.1,0.0,1.2,93.0
2020-08-05,3:00,26.1,0.0,1.0,92.0
2020-08-05,4:00,26.0,0.0,0.6,93.0
2020-08-05,5:00,25.9,0.0,1.4,93.0
2020-08-05,6:00,26.2,0.0,1.3,91.0
2020-08-05,7:00,26.3,0.0,2.4,91.0
2020-08-05,8:00,26.0,1.7,2.7,92.0
2020-08-05,9:00,26.0,0.3,2.2,93.0
2020-08-05,10:00,26.1,0.2,2.7,93.0
2020-08-05,11:00,26.1,0.8,1.9,93.0
2020-08-05,12:00,26.6,0.2,2.0,92.0
2020-08-05,13:00,27.1,0.3,1.2,92.0
2020-08-05,14:00,27.7,0.0,1.4,91.0
2020-08-05,15:00,28.4,0.0,2.0,88.0
2020-08-05,16:00,28.7,0.0,3.8,84.0
2020-08-05,17:00,28.0,0.0,3.9,83.0
2020-08-05,18:00,27.2,2.0,1.5,90.0
2020-08-05,19:00,27.0,0.3,2.8,92.0
2020-08-05,20:00,26.5,0.3,1.8,94.0
2020-08-05,21:00,26.1,0.7,2.2,95.0
2020-08-05,22:00,25.9,0.0,2.1,95.0
2020-08-05,23:00,25.9,0.0,1.9,93.0
2020-08-06,0:00,25.5,11.7,1.6,96.0
2020-08-06,1:00,25.2,6.1,1.5,97.0
2020-08-06,2:00,25.0,6.3,2.8,97.0
2020-08-06,3:00,24.9,6.0,5.7,96.0
2020-08-06,4:00,24.7,5.0,4.0,97.0
2020-08-06,5:00,24.6,17.9,4.0,98.0
2020-08-06,6:00,23.8,15.7,5.1,98.0
2020-08-06,7:00,23.3,15.5,5.3,99.0
2020-08-06,8:00,23.3,2.0,5.1,100.0
2020-08-06,9:00,23.3,0.7,4.8,100.0
2020-08-06,10:00,23.5,0.0,4.5,100.0
2020-08-06,11:00,23.6,0.5,5.4,99.0
2020-08-06,12:00,23.9,0.0,5.1,95.0
2020-08-06,13:00,24.1,0.0,4.1,90.0
2020-08-06,14:00,24.1,0.0,3.3,91.0
2020-08-06,15:00,24.4,0.0,2.7,91.0
2020-08-06,16:00,25.3,0.0,2.8,88.0
2020-08-06,17:00,26.0,0.0,2.3,85.0
2020-08-06,18:00,25.6,0.0,2.8,84.0
2020-08-06,19:00,24.9,0.0,2.7,85.0
2020-08-06,20:00,24.4,0.0,1.9,87.0
2020-08-06,21:00,23.9,0.0,1.9,89.0
2020-08-06,22:00,23.5,0.0,1.8,89.0
2020-08-06,23:00,23.2,0.0,3.0,88.0
2020-08-07,0:00,22.9,0.0,1.0,89.0
2020-08-07,1:00,22.8,0.0,0.8,91.0
2020-08-07,2:00,22.8,0.0,2.2,92.0
2020-08-07,3:00,22.7,0.0,2.0,92.0
2020-08-07,4:00,22.7,0.0,1.3,92.0
2020-08-07,5:00,22.7,0.0,0.4,92.0
2020-08-07,6:00,22.7,0.0,1.6,92.0
2020-08-07,7:00,22.6,0.0,1.8,94.0
2020-08-07,8:00,22.8,0.0,1.6,94.0
2020-08-07,9:00,23.3,0.0,2.0,93.0
2020-08-07,10:00,23.7,0.0,2.1,90.0
2020-08-07,11:00,24.1,0.0,1.0,88.0
2020-08-07,12:00,24.7,0.0,2.0,87.0
2020-08-07,13:00,25.8,0.0,1.9,82.0
2020-08-07,14:00,25.6,0.0,2.5,82.0
2020-08-07,15:00,25.7,0.0,2.0,82.0
2020-08-07,16:00,26.1,0.0,1.4,77.0
2020-08-07,17:00,25.9,0.0,2.4,75.0
2020-08-07,18:00,25.8,0.0,3.3,72.0
2020-08-07,19:00,25.5,0.0,1.6,76.0
2020-08-07,20:00,25.4,0.0,1.1,79.0
2020-08-07,21:00,25.2,0.0,2.2,80.0
2020-08-07,22:00,24.8,0.0,3.1,81.0
2020-08-07,23:00,24.4,0.0,1.8,82.0
2020-08-08,0:00,23.9,0.0,2.2,84.0
2020-08-08,1:00,23.5,0.0,1.9,86.0
2020-08-08,2:00,23.3,0.0,2.3,88.0
2020-08-08,3:00,23.1,0.0,2.5,90.0
2020-08-08,4:00,22.9,0.0,1.4,90.0
2020-08-08,5:00,22.7,0.0,1.9,92.0
2020-08-08,6:00,22.8,0.0,2.5,92.0
2020-08-08,7:00,23.1,0.0,1.6,91.0
2020-08-08,8:00,24.6,0.0,2.5,85.0
2020-08-08,9:00,25.0,0.0,2.8,82.0
2020-08-08,10:00,25.2,0.0,2.1,79.0
2020-08-08,11:00,25.4,0.0,2.5,77.0
2020-08-08,12:00,24.8,1.7,1.4,85.0
2020-08-08,13:00,24.5,0.8,2.2,91.0
2020-08-08,14:00,24.7,0.0,2.5,90.0
2020-08-08,15:00,25.0,0.0,1.9,89.0
2020-08-08,16:00,25.1,0.0,2.8,86.0
2020-08-08,17:00,26.0,0.0,2.8,82.0
2020-08-08,18:00,25.4,0.0,2.4,85.0
2020-08-08,19:00,24.9,0.0,2.5,88.0
2020-08-08,20:00,24.3,0.5,2.8,92.0
2020-08-08,21:00,24.0,4.6,2.4,95.0
2020-08-08,22:00,23.8,4.8,2.2,97.0
2020-08-08,23:00,23.7,4.7,1.4,97.0
2020-08-09,0:00,23.7,2.0,1.3,98.0
2020-08-09,1:00,23.9,0.0,1.2,97.0
2020-08-09,2:00,24.2,0.0,0.9,98.0
2020-08-09,3:00,24.4,1.3,1.0,98.0
2020-08-09,4:00,24.4,0.2,0.7,98.0
2020-08-09,5:00,24.6,0.4,2.7,98.0
2020-08-09,6:00,24.5,1.2,0.4,98.0
2020-08-09,7:00,24.6,0.7,0.9,98.0
2020-08-09,8:00,24.7,1.8,3.2,99.0
2020-08-09,9:00,24.6,6.4,2.1,98.0
2020-08-09,10:00,24.9,1.3,2.6,99.0
2020-08-09,11:00,25.0,2.0,5.2,98.0
2020-08-09,12:00,25.0,7.2,3.7,98.0
2020-08-09,13:00,24.9,8.0,6.0,98.0
2020-08-09,14:00,24.6,7.8,4.4,97.0
2020-08-09,15:00,24.7,8.9,4.6,97.0
2020-08-09,16:00,25.2,0.1,4.3,94.0
2020-08-09,17:00,24.8,1.8,4.9,95.0
2020-08-09,18:00,24.8,0.1,2.6,95.0
2020-08-09,19:00,24.8,1.1,2.7,96.0
2020-08-09,20:00,25.2,0.0,2.4,93.0
2020-08-09,21:00,25.4,0.0,1.8,89.0
2020-08-09,22:00,25.4,0.0,1.6,90.0
2020-08-09,23:00,25.7,0.0,1.8,90.0
2020-08-10,0:00,25.7,0.0,1.9,90.0
2020-08-10,1:00,25.8,0.0,2.3,90.0
2020-08-10,2:00,26.1,0.0,3.2,88.0
2020-08-10,3:00,26.1,0.0,3.3,88.0
2020-08-10,4:00,25.3,0.9,3.0,93.0
2020-08-10,5:00,25.2,0.1,1.6,93.0
2020-08-10,6:00,25.4,0.0,2.3,93.0
2020-08-10,7:00,25.4,0.1,2.1,94.0
2020-08-10,8:00,25.4,0.7,1.9,96.0
2020-08-10,9:00,25.6,1.5,0.7,97.0
2020-08-10,10:00,26.2,0.1,0.7,97.0
2020-08-10,11:00,27.7,0.0,2.8,92.0
2020-08-10,12:00,29.0,0.0,3.6,81.0
2020-08-10,13:00,29.3,0.0,1.9,79.0
2020-08-10,14:00,29.3,0.0,2.2,82.0
2020-08-10,15:00,28.6,0.0,1.7,88.0
2020-08-10,16:00,27.6,0.8,1.9,89.0
2020-08-10,17:00,26.7,28.6,1.3,94.0
2020-08-10,18:00,26.7,0.2,1.8,95.0
2020-08-10,19:00,26.4,0.2,2.1,95.0
2020-08-10,20:00,26.3,0.0,1.4,95.0
2020-08-10,21:00,26.2,0.0,0.5,95.0
2020-08-10,22:00,26.1,0.0,1.7,95.0
2020-08-10,23:00,25.8,1.6,1.7,96.0
2020-08-11,0:00,24.7,9.8,3.6,96.0
2020-08-11,1:00,24.5,6.2,1.0,97.0
2020-08-11,2:00,24.6,4.3,1.1,98.0
2020-08-11,3:00,24.4,7.8,3.5,98.0
2020-08-11,4:00,24.3,2.6,3.3,99.0
2020-08-11,5:00,23.0,18.2,4.3,97.0
2020-08-11,6:00,22.6,19.4,1.9,98.0
2020-08-11,7:00,22.5,21.8,1.9,99.0
2020-08-11,8:00,22.7,14.4,1.6,99.0
2020-08-11,9:00,22.9,2.0,0.8,100.0
2020-08-11,10:00,23.7,0.3,0.6,99.0
2020-08-11,11:00,24.1,0.0,3.0,98.0
2020-08-11,12:00,24.5,0.0,3.6,96.0
2020-08-11,13:00,25.9,0.0,3.1,90.0
2020-08-11,14:00,27.0,0.0,3.6,80.0
2020-08-11,15:00,26.4,0.0,3.1,83.0
2020-08-11,16:00,26.3,0.0,3.4,83.0
2020-08-11,17:00,26.2,0.0,2.8,84.0
2020-08-11,18:00,26.1,0.0,1.5,86.0
2020-08-11,19:00,25.9,0.0,1.7,86.0
2020-08-11,20:00,25.7,0.0,2.8,88.0
2020-08-11,21:00,25.4,0.0,1.2,88.0
2020-08-11,22:00,25.4,0.0,0.8,88.0
2020-08-11,23:00,24.9,0.0,1.2,90.0
2020-08-12,0:00,24.6,0.0,1.8,91.0
2020-08-12,1:00,24.3,0.0,1.5,92.0
2020-08-12,2:00,24.1,0.0,1.3,93.0
2020-08-12,3:00,23.8,0.0,1.3,94.0
2020-08-12,4:00,23.6,0.0,2.1,95.0
2020-08-12,5:00,23.6,0.0,1.4,96.0
2020-08-12,6:00,23.7,0.0,1.8,96.0
2020-08-12,7:00,24.0,0.0,1.6,96.0
2020-08-12,8:00,24.8,0.0,1.8,93.0
2020-08-12,9:00,25.7,0.0,1.6,89.0
2020-08-12,10:00,26.7,0.0,2.0,87.0
2020-08-12,11:00,27.6,0.0,2.1,83.0
2020-08-12,12:00,28.2,0.0,1.7,82.0
2020-08-12,13:00,29.6,0.0,0.9,76.0
2020-08-12,14:00,31.2,0.0,2.3,71.0
2020-08-12,15:00,30.9,0.0,2.6,69.0
2020-08-12,16:00,30.5,0.0,2.4,71.0
2020-08-12,17:00,30.5,0.0,2.3,71.0
2020-08-12,18:00,30.1,0.0,2.2,72.0
2020-08-12,19:00,29.3,0.0,2.7,82.0
2020-08-12,20:00,28.8,0.0,2.1,82.0
2020-08-12,21:00,28.3,0.0,3.0,83.0
2020-08-12,22:00,28.0,0.0,2.0,85.0
2020-08-12,23:00,27.6,0.0,2.2,85.0
2020-08-13,0:00,27.2,0.0,2.3,86.0
2020-08-13,1:00,26.9,0.0,2.3,86.0
2020-08-13,2:00,26.7,0.0,1.1,87.0
2020-08-13,3:00,26.6,0.0,1.4,88.0
2020-08-13,4:00,26.5,0.0,1.4,88.0
2020-08-13,5:00,26.4,0.0,1.7,88.0
2020-08-13,6:00,26.3,0.0,0.9,88.0
2020-08-13,7:00,26.5,0.0,1.2,87.0
2020-08-13,8:00,27.0,0.0,2.0,85.0
2020-08-13,9:00,27.4,0.0,2.8,83.0
2020-08-13,10:00,28.2,0.0,2.0,81.0
2020-08-13,11:00,28.6,0.0,2.3,78.0
2020-08-13,12:00,28.7,0.0,3.5,78.0
2020-08-13,13:00,29.1,0.0,3.7,78.0
2020-08-13,14:00,29.6,0.0,3.0,77.0
2020-08-13,15:00,29.5,0.0,3.0,77.0
2020-08-13,16:00,30.3,0.0,3.4,75.0
2020-08-13,17:00,30.1,0.0,2.4,74.0
2020-08-13,18:00,29.7,0.0,3.5,77.0
2020-08-13,19:00,28.9,0.0,3.3,81.0
2020-08-13,20:00,28.6,0.0,3.5,81.0
2020-08-13,21:00,28.2,0.0,3.6,82.0
2020-08-13,22:00,27.9,0.0,2.3,84.0
2020-08-13,23:00,27.6,0.0,4.2,85.0
2020-08-14,0:00,27.4,0.0,3.6,86.0
2020-08-14,1:00,27.1,0.0,3.7,86.0
2020-08-14,2:00,27.0,0.0,3.8,86.0
2020-08-14,3:00,27.0,0.0,3.3,86.0
2020-08-14,4:00,26.8,0.0,3.7,86.0
2020-08-14,5:00,26.7,0.0,2.9,86.0
2020-08-14,6:00,26.7,0.0,3.1,85.0
2020-08-14,7:00,26.7,0.0,5.0,86.0
2020-08-14,8:00,26.8,0.2,4.2,87.0
2020-08-14,9:00,26.7,0.2,3.8,88.0
2020-08-14,10:00,27.0,0.0,3.4,89.0
2020-08-14,11:00,27.5,0.0,3.3,88.0
2020-08-14,12:00,28.0,0.0,4.1,86.0
2020-08-14,13:00,27.6,0.0,5.3,86.0
2020-08-14,14:00,27.7,0.0,4.2,85.0
2020-08-14,15:00,27.8,0.0,3.6,84.0
2020-08-14,16:00,27.9,0.0,2.9,82.0
2020-08-14,17:00,27.7,0.0,4.0,83.0
2020-08-14,18:00,27.4,0.0,3.4,82.0
2020-08-14,19:00,27.4,0.0,2.0,85.0
2020-08-14,20:00,27.2,0.0,3.3,85.0
2020-08-14,21:00,27.0,0.0,1.9,86.0
2020-08-14,22:00,27.1,0.0,2.7,89.0
2020-08-14,23:00,27.0,0.0,2.3,89.0
2020-08-15,0:00,26.5,0.0,2.8,92.0
2020-08-15,1:00,26.5,0.0,2.3,92.0
2020-08-15,2:00,26.3,0.0,2.6,93.0
2020-08-15,3:00,25.8,10.8,3.5,96.0
2020-08-15,4:00,25.8,0.5,2.6,96.0
2020-08-15,5:00,25.7,0.0,2.2,96.0
2020-08-15,6:00,25.6,2.7,2.1,97.0
2020-08-15,7:00,25.3,22.8,4.6,97.0
2020-08-15,8:00,25.0,4.9,2.0,98.0
2020-08-15,9:00,25.1,2.5,2.1,98.0
2020-08-15,10:00,25.3,1.6,2.2,98.0
2020-08-15,11:00,25.7,0.2,1.9,97.0
2020-08-15,12:00,25.8,0.0,2.5,96.0
2020-08-15,13:00,26.0,4.3,1.9,96.0
2020-08-15,14:00,26.1,16.8,2.1,96.0
2020-08-15,15:00,26.2,0.1,1.6,97.0
2020-08-15,16:00,26.7,0.5,1.5,96.0
2020-08-15,17:00,26.7,1.0,1.7,96.0
2020-08-15,18:00,26.9,0.3,0.8,95.0
2020-08-15,19:00,26.8,0.0,0.9,94.0
2020-08-15,20:00,26.7,0.0,1.1,95.0
2020-08-15,21:00,26.7,0.0,1.1,95.0
2020-08-15,22:00,26.6,0.0,1.1,94.0
2020-08-15,23:00,26.6,0.0,0.1,95.0
2020-08-16,0:00,26.5,0.0,1.2,94.0
2020-08-16,1:00,26.2,0.0,1.7,94.0
2020-08-16,2:00,25.9,0.0,2.5,93.0
2020-08-16,3:00,25.6,0.0,3.4,91.0
2020-08-16,4:00,25.5,0.0,2.7,91.0
2020-08-16,5:00,25.4,0.0,3.1,90.0
2020-08-16,6:00,25.3,0.0,2.7,89.0
2020-08-16,7:00,25.4,0.0,2.5,89.0
2020-08-16,8:00,25.8,0.0,3.3,89.0
2020-08-16,9:00,26.0,0.0,3.1,88.0
2020-08-16,10:00,26.5,0.0,1.7,88.0
2020-08-16,11:00,27.6,0.0,3.1,84.0
2020-08-16,12:00,29.0,0.0,3.6,77.0
2020-08-16,13:00,30.1,0.0,4.0,72.0
2020-08-16,14:00,30.5,0.0,4.3,70.0
2020-08-16,15:00,30.6,0.0,4.6,68.0
2020-08-16,16:00,30.3,0.0,2.9,68.0
2020-08-16,17:00,29.6,0.0,3.7,73.0
2020-08-16,18:00,28.7,0.0,2.8,77.0
2020-08-16,19:00,28.0,0.0,2.5,78.0
2020-08-16,20:00,27.6,0.0,2.9,81.0
2020-08-16,21:00,27.2,0.0,2.9,84.0
2020-08-16,22:00,27.0,0.0,3.2,86.0
2020-08-16,23:00,26.9,0.0,3.3,86.0
2020-08-17,0:00,26.8,0.0,2.5,87.0
2020-08-17,1:00,26.6,0.0,2.8,86.0
2020-08-17,2:00,26.5,0.0,3.0,87.0
2020-08-17,3:00,26.4,0.0,2.3,88.0
2020-08-17,4:00,26.3,0.0,1.7,88.0
2020-08-17,5:00,26.1,0.0,2.6,87.0
2020-08-17,6:00,26.1,0.0,2.0,86.0
2020-08-17,7:00,26.1,0.0,1.7,86.0
2020-08-17,8:00,26.4,0.0,1.9,86.0
2020-08-17,9:00,26.9,0.0,1.7,83.0
2020-08-17,10:00,27.7,0.0,1.4,80.0
2020-08-17,11:00,29.3,0.0,2.6,73.0
2020-08-17,12:00,30.1,0.0,2.5,69.0
2020-08-17,13:00,31.2,0.0,3.5,61.0
2020-08-17,14:00,31.4,0.0,2.6,62.0
2020-08-17,15:00,31.6,0.0,2.7,63.0
2020-08-17,16:00,32.1,0.0,2.6,63.0
2020-08-17,17:00,31.1,0.0,3.5,66.0
2020-08-17,18:00,30.5,0.0,3.7,70.0
2020-08-17,19:00,29.5,0.0,2.2,73.0
2020-08-17,20:00,28.1,0.0,2.8,78.0
2020-08-17,21:00,27.6,0.0,2.3,80.0
2020-08-17,22:00,27.1,0.0,1.2,81.0
2020-08-17,23:00,26.7,0.0,1.0,83.0
2020-08-18,0:00,26.2,0.0,0.9,84.0
2020-08-18,1:00,25.7,0.0,0.9,86.0
2020-08-18,2:00,25.4,0.0,0.6,88.0
2020-08-18,3:00,25.0,0.0,0.4,89.0
2020-08-18,4:00,24.8,0.0,0.6,90.0
2020-08-18,5:00,24.5,0.0,0.7,92.0
2020-08-18,6:00,24.1,0.0,1.3,91.0
2020-08-18,7:00,24.2,0.0,0.6,92.0
2020-08-18,8:00,25.4,0.0,0.9,89.0
2020-08-18,9:00,26.3,0.0,1.4,83.0
2020-08-18,10:00,27.1,0.0,1.3,80.0
2020-08-18,11:00,27.9,0.0,1.5,78.0
2020-08-18,12:00,29.0,0.0,2.4,74.0
2020-08-18,13:00,30.1,0.0,2.4,71.0
2020-08-18,14:00,30.9,0.0,2.4,65.0
2020-08-18,15:00,31.3,0.0,1.9,62.0
2020-08-18,16:00,31.9,0.0,2.4,60.0
2020-08-18,17:00,31.7,0.0,2.7,60.0
2020-08-18,18:00,31.0,0.0,3.3,56.0
2020-08-18,19:00,29.7,0.0,2.5,64.0
2020-08-18,20:00,28.3,0.0,1.5,70.0
2020-08-18,21:00,27.5,0.0,1.4,73.0
2020-08-18,22:00,26.8,0.0,1.2,75.0
2020-08-18,23:00,26.2,0.0,1.8,80.0
2020-08-19,0:00,25.8,0.0,2.0,82.0
2020-08-19,1:00,25.2,0.0,1.4,83.0
2020-08-19,2:00,24.8,0.0,1.6,85.0
2020-08-19,3:00,24.3,0.0,1.5,86.0
2020-08-19,4:00,24.0,0.0,1.2,87.0
2020-08-19,5:00,23.7,0.0,1.1,88.0
2020-08-19,6:00,23.7,0.0,0.4,90.0
2020-08-19,7:00,24.0,0.0,0.8,90.0
2020-08-19,8:00,25.0,0.0,0.9,84.0
2020-08-19,9:00,25.8,0.0,1.7,81.0
2020-08-19,10:00,27.5,0.0,1.9,74.0
2020-08-19,11:00,29.1,0.0,1.6,70.0
2020-08-19,12:00,29.9,0.0,2.4,66.0
2020-08-19,13:00,30.3,0.0,2.7,65.0
2020-08-19,14:00,31.1,0.0,3.8,64.0
2020-08-19,15:00,31.0,0.0,3.3,62.0
2020-08-19,16:00,31.0,0.0,3.7,61.0
2020-08-19,17:00,30.4,0.0,3.6,63.0
2020-08-19,18:00,29.9,0.0,2.9,63.0
2020-08-19,19:00,28.7,0.0,2.6,69.0
2020-08-19,20:00,27.6,0.0,2.3,75.0
2020-08-19,21:00,26.7,0.0,2.5,80.0
2020-08-19,22:00,26.2,0.0,2.3,84.0
2020-08-19,23:00,25.8,0.0,1.4,85.0
2020-08-20,0:00,25.5,0.0,1.3,86.0
2020-08-20,1:00,25.3,0.0,1.2,86.0
2020-08-20,2:00,25.1,0.0,0.5,86.0
2020-08-20,3:00,25.1,0.0,1.1,87.0
2020-08-20,4:00,25.0,0.0,1.2,88.0
2020-08-20,5:00,25.2,0.0,0.9,89.0
2020-08-20,6:00,25.1,0.0,0.8,90.0
2020-08-20,7:00,25.2,0.0,1.1,89.0
2020-08-20,8:00,25.7,0.0,0.4,87.0
2020-08-20,9:00,26.4,0.0,0.6,80.0
2020-08-20,10:00,27.8,0.0,1.1,75.0
2020-08-20,11:00,29.0,0.0,0.8,73.0
2020-08-20,12:00,30.6,0.0,1.9,63.0
2020-08-20,13:00,31.3,0.0,1.6,60.0
2020-08-20,14:00,31.6,0.0,2.1,60.0
2020-08-20,15:00,31.5,0.0,1.6,60.0
2020-08-20,16:00,30.9,0.0,2.9,68.0
2020-08-20,17:00,30.6,0.0,2.7,70.0
2020-08-20,18:00,29.7,0.0,2.8,70.0
2020-08-20,19:00,28.2,0.0,3.3,70.0
2020-08-20,20:00,27.2,0.0,3.6,75.0
2020-08-20,21:00,26.8,0.0,3.0,77.0
2020-08-20,22:00,26.3,0.0,2.7,81.0
2020-08-20,23:00,26.2,0.0,2.3,81.0
2020-08-21,0:00,26.0,0.0,0.7,81.0
2020-08-21,1:00,25.7,0.0,0.8,82.0
2020-08-21,2:00,25.6,0.0,1.1,84.0
2020-08-21,3:00,25.4,0.0,0.5,85.0
2020-08-21,4:00,25.4,0.0,0.8,85.0
2020-08-21,5:00,25.4,0.0,1.2,86.0
2020-08-21,6:00,25.2,0.0,0.8,86.0
2020-08-21,7:00,25.4,0.0,1.3,85.0
2020-08-21,8:00,26.0,0.0,1.1,84.0
2020-08-21,9:00,26.7,0.0,2.0,82.0
2020-08-21,10:00,26.5,0.0,2.1,84.0
2020-08-21,11:00,27.5,0.0,1.7,80.0
2020-08-21,12:00,27.6,0.4,0.5,81.0
2020-08-21,13:00,26.4,2.1,2.1,90.0
2020-08-21,14:00,27.8,0.0,2.5,84.0
2020-08-21,15:00,28.5,0.0,1.8,82.0
2020-08-21,16:00,29.0,0.0,1.7,77.0
2020-08-21,17:00,28.9,0.0,1.5,76.0
2020-08-21,18:00,28.3,0.0,2.3,79.0
2020-08-21,19:00,27.2,0.0,2.5,81.0
2020-08-21,20:00,26.6,0.0,2.2,83.0
2020-08-21,21:00,26.2,0.0,2.0,83.0
2020-08-21,22:00,25.9,0.0,1.6,84.0
2020-08-21,23:00,25.4,0.0,2.3,86.0
2020-08-22,0:00,25.2,0.0,1.9,87.0
2020-08-22,1:00,25.0,0.0,2.0,86.0
2020-08-22,2:00,25.0,0.0,1.4,86.0
2020-08-22,3:00,24.7,0.0,1.8,86.0
2020-08-22,4:00,24.4,0.0,1.7,87.0
2020-08-22,5:00,24.3,0.0,2.1,87.0
2020-08-22,6:00,24.2,0.0,2.5,84.0
2020-08-22,7:00,24.3,0.0,1.8,85.0
2020-08-22,8:00,25.0,0.0,1.8,84.0
2020-08-22,9:00,25.5,0.0,2.5,83.0
2020-08-22,10:00,25.9,0.0,2.4,83.0
2020-08-22,11:00,27.0,0.0,1.4,80.0
2020-08-22,12:00,27.5,0.0,1.7,79.0
2020-08-22,13:00,23.9,22.3,5.5,86.0
2020-08-22,14:00,25.0,0.7,1.9,89.0
2020-08-22,15:00,23.5,2.7,3.3,89.0
2020-08-22,16:00,23.2,5.1,2.1,93.0
2020-08-22,17:00,24.2,0.5,1.6,91.0
2020-08-22,18:00,24.3,0.0,1.7,89.0
2020-08-22,19:00,23.7,7.5,1.5,93.0
2020-08-22,20:00,23.1,3.8,2.6,94.0
2020-08-22,21:00,22.6,0.0,1.6,94.0
2020-08-22,22:00,22.2,0.0,2.4,94.0
2020-08-22,23:00,21.9,0.0,2.5,95.0
2020-08-23,0:00,21.7,0.0,2.1,95.0
2020-08-23,1:00,21.6,0.0,1.5,94.0
2020-08-23,2:00,21.7,0.0,1.0,94.0
2020-08-23,3:00,21.5,0.0,1.3,94.0
